ssd,kcat_f,kcat_r,Keq,ssd_s05,r1,r2,r3,r4,r5,r6,r7,r8
0,5.7,NA,41.5,0,0.00883377824981335,0.022395622457170455,0.055609816758203534,0.1314590000241482,0.28008099405284803,0.5000000000000001,0.7199190059471522,0.8685409999758519
0.005161136639169651,5.699997945175773,0.005786694505911139,41.50000074495571,0.00014064589982515789,0.009902066886690422,0.024505842018486296,0.059356163203253175,0.13681605536488456,0.28475793382075226,0.5000031473629043,0.7152424466162092,0.8631753132274659
0.005161226751790869,5.699995963039207,0.00017263168364031013,41.49999928617861,0.00014066610391238625,0.009902076888214425,0.024505862305405243,0.05935619540889025,0.13681607261185658,0.28475782451995596,0.5000027427291843,0.7152417678003187,0.8631745987852832
0.0051628602491956615,5.699996520341962,3.4302296776086023,41.50000030042308,0.00014074991917301216,0.009902225528065783,0.024506207724876695,0.05935693919761313,0.13681743477972927,0.2847595967958242,0.5000037959380963,0.71524117711539,0.8631729251940757
0.005162881718144092,5.699996115734534,0.0006872093423090164,41.49999922100812,0.00014076729711094428,0.009902229362250194,0.02450621354913613,0.059356939753881045,0.13681739222115138,0.28475940386738285,0.5000033266135818,0.7152404946030119,0.8631722536339648
0.005163763166402003,5.699999429120239,2.760536411710982e-6,41.500000023880546,0.00014074414612237447,0.009902301654870807,0.024506394515632367,0.05935737979287247,0.13681838123204704,0.28476126870499113,0.5000059253062837,0.7152430114852505,0.8631740804307831
0.005164976572534594,5.699995274439357,1.7819377877385394e-7,41.50003436087483,0.0001409277124942133,0.009902426057656703,0.024506660620553088,0.05935786350231998,0.13681894243413853,0.284760974064062,0.500003107922571,0.7152375460149633,0.8631679983794311
0.00516511326464189,5.699994875676131,0.010735094725443602,41.500000457615045,0.00014093208412603277,0.009902438187168223,0.024506689309047158,0.05935792722323261,0.13681906620871595,0.2847611574432984,0.5000032745039312,0.7152376061953757,0.8631679638814286
0.005165652020336686,5.699998639183994,0.9070356180918405,41.500000135204814,0.0001408837977142294,0.009902478424958857,0.024506797206037236,0.05935821544360005,0.13681979725389223,0.284762750008224,0.500005874749876,0.7152405577972937,0.8631704410246659
0.00517968367082021,5.699998517227378,5.841185694973116e-13,41.5000001353004,0.0001417280413949279,0.009903768181765873,0.02450977108576502,0.0593645284143413,0.1368310292458063,0.2847763240299544,0.5000112625238394,0.7152303945572337,0.863151177238375
0.005250766191066537,5.699999333171709,0.06185985859967214,41.50002425148064,0.00014598703711907212,0.009910271239055506,0.024524773252929323,0.0593964052264012,0.13688785759836616,0.2848453827637375,0.5000397634400707,0.7151810157968239,0.8630558512984428
0.005257736563734429,5.6999885975483995,1.985683830392233e-9,41.50018122047092,0.00014664724143672241,0.009910933837419034,0.024526257719925684,0.05939938695616255,0.13689253824508646,0.28484901408451024,0.5000355914966227,0.7151664844871243,0.863037197425657
0.005260882133777891,5.699996051870248,0.004298994823138492,41.50000008580151,0.00014666770160953082,0.00991120131099209,0.02452690576319856,0.05940088517344225,0.1368956558219034,0.284854250496193,0.5000417482626012,0.7151711533906022,0.8630395874101231
0.005428920197557844,5.699987446242301,6.254032244881308e-6,41.50000008704393,0.0001572252831562781,0.009926428275074834,0.024561975610282383,0.05947517779318548,0.13702729190178778,0.2850116868156711,0.5000999826303131,0.7150446181449209,0.8628064397737079
0.005431971006382964,5.699989318223917,3.96862456674281e-6,41.50062013124634,0.0001573484443254211,0.00992669486892197,0.024562601997612708,0.05947655325405996,0.13702990825085729,0.285015400615078,0.5001029955120055,0.715045085042141,0.862804886884212
0.005491819378874479,5.699986799453691,4.266797540420305,41.49978582944241,0.00016117639072088313,0.009932063076431663,0.024574963043157465,0.059502729209256554,0.13707625713086585,0.2850707609321566,0.5001233443543143,0.7150003913814622,0.8627227181639493
0.005494207665808603,5.69998550640638,0.010750650189011104,41.49933456935928,0.0001615033932438558,0.009932295360257505,0.02457546784115701,0.0595036804616818,0.13707750711033492,0.2850708398681299,0.5001194150279538,0.7149920024823131,0.8627130873404859
0.005534578886313109,5.6999838002849454,0.15931152282926883,41.500000047578595,0.00016393534464796819,0.009935881986569455,0.02458375526033934,0.05952134264773717,0.13710919815180067,0.2851100596687604,0.5001376815262042,0.7149684595959082,0.8626641675778265
0.005567859426568811,5.699981822694974,0.0008663796938836323,41.4999986569334,0.0001660721425784054,0.009938842366718001,0.024590574260600243,0.059535791997061376,0.13713481977418582,0.28514079422155636,0.5001493779587756,0.7149445162972151,0.8626195607980404
0.0055679200339265635,5.699982664333863,0.00006167783273577359,41.498243614060115,0.00016643619500314477,0.009938885584991728,0.024590612463050998,0.059535632898719014,0.1371336527061828,0.28513651867949946,0.5001397408271353,0.7149310039179853,0.8626065195093859
0.005570084955937287,5.6999829915475955,4.142771267923083e-6,41.500000116666584,0.00016621393565683537,0.00993903988192221,0.024591029455347423,0.05953675746703786,0.1371365351682038,0.2851428632035285,0.5001501971467608,0.7149429717649907,0.8626166350775005
0.005580129639824226,5.699975808406842,4.479813733125575e-6,41.50022378580947,0.0001668526562163023,0.0099399306881085,0.024593082694418178,0.05954111350259566,0.13714427885388333,0.28515221667234014,0.5001539388574128,0.714936070406858,0.8626035015753603
